Pclass,Sex,AgeMissing,SibSp,Parch,Embarked,FamSz,y_true,y_pred,Survival_Probability
3,0,1.0,5,2,1,7,0,0,0.13866468730882986
2,0,0.0,0,0,1,0,0,0,0.1881360143385831
3,0,1.0,0,0,1,0,0,0,0.17703929817368141
3,1,1.0,0,0,1,0,1,1,0.5075706728251123
1,0,1.0,1,0,2,1,1,0,0.41263958456512007
3,1,0.0,3,1,1,4,0,0,0.26418938935056135
1,1,1.0,1,0,1,1,1,1,0.8083374507758068
1,0,1.0,0,0,2,0,0,0,0.35281271093257216
3,0,1.0,0,0,1,0,0,0,0.16663914283757827
3,0,1.0,1,1,1,2,1,0,0.3025330193925754
3,0,0.0,1,0,1,1,0,0,0.23199692015952456
3,0,1.0,0,0,1,0,0,0,0.17703929817368141
1,0,1.0,0,0,1,0,0,0,0.296854087853776
1,0,1.0,0,0,2,0,0,0,0.2991650205838682
3,0,1.0,0,0,1,0,0,0,0.17703929817368141
3,0,0.0,0,0,2,0,0,0,0.20481769841986852
1,1,1.0,1,0,2,1,1,1,0.8160079267423668
3,0,0.0,0,0,1,0,0,0,0.1557657543157892
1,1,1.0,1,2,1,3,0,1,0.7838239971033637
3,0,1.0,0,0,1,0,0,0,0.1625874849332362
3,0,1.0,0,0,1,0,0,0,0.18070448641286965
3,1,1.0,0,0,3,0,0,1,0.5672897181185201
3,1,0.0,0,0,3,0,0,1,0.5656133774365761
3,1,1.0,0,0,1,0,0,1,0.5082862681086021
1,1,1.0,0,0,1,0,1,1,0.7493438185222127
1,0,1.0,1,0,2,1,0,0,0.4034725017008332
2,1,1.0,0,2,1,2,1,1,0.7636604902640519
1,0,0.0,0,0,1,0,1,0,0.25204053849877023
3,0,1.0,0,0,1,0,0,0,0.16257579916451612
3,0,1.0,0,0,1,0,1,0,0.18726341016764686
3,0,1.0,0,0,3,0,1,0,0.20035895497476455
3,0,0.0,0,0,1,0,0,0,0.17807088522613346
1,0,1.0,0,0,1,0,1,0,0.30015904107455443
1,1,1.0,1,0,2,1,1,1,0.826908284795088
3,0,1.0,0,0,1,0,0,0,0.18726341016764686
1,0,1.0,0,0,1,0,0,0,0.296854087853776
2,1,1.0,0,0,1,0,1,1,0.7141581918756243
3,0,0.0,0,0,3,0,0,0,0.21982680087461734
2,1,1.0,1,0,1,1,1,1,0.725918362877701
3,0,1.0,0,0,1,0,0,0,0.1625874849332362
1,1,1.0,0,0,1,0,1,1,0.738100051343285
3,0,1.0,0,0,1,0,0,0,0.18070448641286965
3,0,0.0,0,0,2,0,0,0,0.22112914443856377
1,1,1.0,0,1,2,1,1,1,0.8425728337474451
3,0,0.0,0,0,2,0,0,0,0.18410017896519582
3,0,1.0,0,0,3,0,0,0,0.20035895497476455
2,1,1.0,0,0,1,0,1,1,0.6939060300526124
1,0,0.0,0,0,1,0,0,0,0.2783568069861319
3,0,1.0,0,0,1,0,0,0,0.1780075472305214
2,0,1.0,2,1,1,3,0,0,0.38353660385869637
2,1,1.0,1,1,1,2,1,1,0.768463644106517
3,0,0.0,0,0,2,0,0,0,0.2098772678973634
3,0,1.0,1,1,2,2,0,0,0.3462949060392536
3,1,0.0,0,2,2,2,1,1,0.5791864319827794
3,1,1.0,0,0,1,0,0,1,0.5400659659008911
2,1,1.0,0,2,1,2,1,1,0.789613271745941
1,0,1.0,0,0,1,0,0,0,0.30015904107455443
1,1,1.0,0,0,2,0,1,1,0.7732697959637097
3,0,0.0,0,0,1,0,0,0,0.16682952443862653
1,1,1.0,0,2,2,2,1,1,0.8149054064425039
1,1,1.0,0,2,1,2,1,1,0.7793323975629727
3,1,1.0,4,2,1,6,0,0,0.31178712956417776
3,1,1.0,4,2,1,6,0,0,0.28720276368947767
2,0,1.0,1,0,1,1,1,0,0.2604521370050517
1,0,1.0,1,0,2,1,0,0,0.42366404480901104
1,0,1.0,0,0,1,0,0,0,0.296854087853776
2,1,1.0,1,0,1,1,1,1,0.7675514875566926
2,0,0.0,0,0,2,0,1,0,0.21708631455915633
3,0,1.0,1,1,1,2,0,0,0.32276088687058807
2,0,1.0,1,1,1,2,1,0,0.42286525675334774
1,0,1.0,0,2,2,2,1,0,0.4273660777678653
2,0,1.0,0,0,1,0,0,0,0.20043418175146605
3,0,0.0,0,0,3,0,0,0,0.1705890242707562
3,0,1.0,0,0,2,0,1,0,0.2004982501133955
3,1,1.0,0,0,1,0,1,1,0.5219907526401674
1,0,1.0,0,0,1,0,0,0,0.2681597400333885
1,1,1.0,1,0,2,1,1,1,0.8432344693717566
1,0,0.0,0,0,2,0,0,0,0.2854669153264638
1,1,1.0,1,1,1,2,1,1,0.8245377520354714
3,1,1.0,1,0,1,1,1,1,0.5455469885706541
3,0,0.0,0,0,3,0,0,0,0.21982680087461734
3,0,1.0,0,0,1,0,0,0,0.19223078682631653
2,0,1.0,0,0,1,0,0,0,0.22046309659991056
3,0,0.0,0,0,1,0,0,0,0.15849764990434
3,1,0.0,0,0,1,0,0,1,0.5246358083560372
3,0,1.0,2,0,1,2,0,0,0.22805815555998293
3,0,1.0,0,0,1,0,0,0,0.18070448641286965
3,1,1.0,0,4,1,4,0,0,0.43195445120739606
3,0,0.0,0,0,2,0,0,0,0.22112914443856377
3,0,1.0,0,0,1,0,1,0,0.16257579916451612
2,0,1.0,0,0,1,0,1,0,0.22046309659991056
1,1,1.0,2,0,1,2,1,1,0.7567970771253152
1,0,1.0,0,0,1,0,1,0,0.2681597400333885
3,1,0.0,0,0,3,0,1,1,0.5656133774365761
3,0,1.0,0,0,1,0,0,0,0.18070448641286965
3,0,1.0,0,0,1,0,0,0,0.17703929817368141
2,1,1.0,0,0,1,0,1,1,0.7274991967333787
1,1,1.0,1,0,1,1,1,1,0.7840064214054479
3,1,0.0,1,0,2,1,0,1,0.6410327116879366
3,0,1.0,0,0,1,0,1,0,0.16663914283757827
2,1,1.0,1,1,1,2,1,1,0.768463644106517
1,1,1.0,1,1,2,2,1,1,0.8406325812036795
2,0,1.0,0,0,1,0,0,0,0.20534566831960013
1,0,1.0,0,0,2,0,0,0,0.32282309524536573
3,0,0.0,0,0,2,0,0,0,0.22112914443856377
1,1,1.0,0,2,1,2,1,1,0.7780137715862387
2,0,1.0,0,0,1,0,0,0,0.23196872285690331
1,0,1.0,1,1,2,2,1,0,0.42417229003186596
3,0,1.0,0,0,1,0,0,0,0.16663914283757827
3,0,0.0,0,0,1,0,0,0,0.15418446068578823
3,0,1.0,0,0,1,0,0,0,0.19223078682631653
1,1,1.0,1,0,2,1,1,1,0.8170234701022687
3,0,1.0,0,0,1,0,0,0,0.1625874849332362
3,1,0.0,0,2,3,2,0,1,0.6171985772164866
2,0,1.0,1,0,1,1,0,0,0.32696841900207774
3,0,1.0,1,1,1,2,0,0,0.3747183517159583
2,1,0.0,0,0,1,0,1,1,0.7229212545945538
3,0,1.0,0,0,1,0,0,0,0.18070448641286965
3,0,0.0,0,0,2,0,0,0,0.2098772678973634
1,0,1.0,1,0,2,1,1,0,0.4034725017008332
2,1,1.0,2,1,1,3,1,1,0.7973355897742554
3,0,0.0,0,0,1,0,0,0,0.1557657543157892
1,0,0.0,0,0,1,0,0,0,0.25248669065020124
3,0,1.0,0,0,1,0,0,0,0.16663914283757827
1,0,1.0,0,0,2,0,1,0,0.32282309524536573
3,0,1.0,1,0,1,1,0,0,0.26153919657052005
3,0,1.0,0,0,1,0,0,0,0.17703929817368141
1,0,1.0,0,0,1,0,1,0,0.2895722352629319
2,1,1.0,1,2,2,3,1,1,0.8235805823076232
1,1,1.0,0,0,1,0,1,1,0.7739996648749005
3,1,1.0,1,5,1,6,0,0,0.43955881339360225
3,0,0.0,0,0,1,0,0,0,0.1704966385889019
3,1,0.0,1,0,3,1,1,1,0.5554786118394932
3,0,0.0,0,0,3,0,0,0,0.18971165131536152
3,0,1.0,0,0,1,0,0,0,0.17538855068180098
2,1,1.0,1,2,1,3,1,1,0.7540833609860449
3,0,1.0,1,1,1,2,0,0,0.32259497039577245
3,1,1.0,1,0,1,1,0,1,0.5327619672949386
2,1,1.0,2,1,1,3,1,1,0.8377346625303336
2,0,1.0,0,0,1,0,0,0,0.20534566831960013
3,0,1.0,1,0,2,1,0,0,0.2926913774592658
1,0,1.0,1,0,1,1,1,0,0.3840380562799395
3,0,1.0,1,1,2,2,1,0,0.3545199349829975
3,0,1.0,0,0,1,0,0,0,0.19223078682631653
3,0,1.0,0,0,1,0,0,0,0.17703929817368141
1,0,1.0,0,0,1,0,0,0,0.2867153608832682
2,0,1.0,0,0,3,0,0,0,0.2640781643472015
1,1,1.0,0,0,1,0,1,1,0.7604916125317545
3,0,1.0,0,0,1,0,0,0,0.19199274577957343
3,0,0.0,0,0,3,0,0,0,0.18971165131536152
1,0,1.0,0,0,1,0,1,0,0.296854087853776
3,0,1.0,0,0,1,0,0,0,0.17703929817368141
1,0,1.0,0,0,2,0,1,0,0.3155011735485775
1,0,0.0,0,0,1,0,0,0,0.26909944044815154
3,1,1.0,3,2,1,5,0,0,0.3216332834103316
2,1,1.0,0,0,1,0,1,1,0.7356632140856205
3,0,1.0,0,0,1,0,0,0,0.16257579916451612
2,0,1.0,1,1,1,2,0,0,0.36842231632687245
3,1,1.0,0,5,1,5,0,0,0.40776910116942205
3,0,0.0,1,0,1,1,0,0,0.21167450184674597
3,0,1.0,0,0,1,0,0,0,0.16663914283757827
1,1,1.0,0,0,2,0,1,1,0.7779564483686877
3,1,1.0,3,2,1,5,0,0,0.30658207403430526
3,0,0.0,0,0,1,0,1,0,0.15516732011792875
3,1,1.0,2,1,2,3,1,1,0.6372778831568372
1,0,1.0,1,0,2,1,1,0,0.4153672117580085
3,0,1.0,0,0,1,0,0,0,0.16663914283757827
1,0,1.0,0,0,2,0,1,0,0.2991650205838682
3,0,0.0,0,0,1,0,0,0,0.16901763623038712
3,1,1.0,0,0,1,0,1,1,0.507702847401052
3,0,0.0,0,0,1,0,0,0,0.17807088522613346
2,1,1.0,0,1,1,1,1,1,0.7721245444993796
3,0,1.0,0,0,1,0,0,0,0.19199274577957343
3,1,0.0,0,0,3,0,1,1,0.5927963063317471
3,1,1.0,0,0,3,0,0,1,0.5927709103711003
2,0,1.0,2,0,1,2,0,0,0.2555895275712315
3,0,0.0,0,0,1,0,0,0,0.16901763623038712
3,1,1.0,1,1,3,2,0,1,0.6242991320517198
2,0,1.0,0,0,1,0,0,0,0.22046309659991056
1,0,1.0,0,2,2,2,0,0,0.47201231780524516
1,0,1.0,2,0,1,2,1,0,0.35033459793118704
3,0,1.0,0,0,2,0,0,0,0.20543169659431104
1,0,1.0,0,0,1,0,0,0,0.28255453837011674
3,0,1.0,0,0,1,0,0,0,0.1625874849332362
3,0,1.0,1,0,1,1,1,0,0.26509380199545945
2,0,1.0,2,0,1,2,0,0,0.3170706909550812
2,0,1.0,0,0,1,0,0,0,0.20534566831960013
3,0,0.0,0,0,1,0,0,0,0.1557657543157892
3,0,1.0,0,0,1,0,0,0,0.17538855068180098
1,1,0.0,1,0,1,1,1,1,0.7663537561173898
2,1,1.0,1,1,1,2,1,1,0.8196584004136076
1,0,1.0,1,0,1,1,0,0,0.33868279261965
2,0,1.0,0,0,1,0,0,0,0.20278123184943272
2,0,1.0,0,0,1,0,1,0,0.20278123184943272
2,0,0.0,0,0,1,0,0,0,0.19709215764853838
3,0,1.0,0,0,1,0,0,0,0.19223078682631653
3,0,1.0,0,0,1,0,0,0,0.1780075472305214
3,1,1.0,0,0,1,0,1,0,0.490789735307165
3,1,1.0,1,6,1,7,0,0,0.37682468846693284
1,0,1.0,0,1,2,1,1,0,0.4252880235928137
3,1,0.0,0,0,3,0,0,1,0.5661511404885249
1,0,1.0,0,0,2,0,1,0,0.32282309524536573
3,0,1.0,0,0,1,0,0,0,0.1780075472305214
3,0,1.0,5,2,1,7,0,0,0.16806879131790958
2,0,1.0,1,1,1,2,0,0,0.3782671624471239
2,0,1.0,1,2,2,3,0,0,0.47995989882092965
3,0,1.0,4,1,1,5,0,0,0.17664810522888932
3,0,1.0,0,0,1,0,0,0,0.16663914283757827
3,0,1.0,0,0,1,0,0,0,0.16257579916451612
1,1,1.0,0,1,1,1,1,1,0.8007853045509286
1,0,1.0,1,0,1,1,1,0,0.3394818173713427
3,1,1.0,0,1,2,1,1,1,0.6000263289296858
3,0,0.0,0,0,1,0,1,0,0.16901763623038712
3,0,1.0,0,0,2,0,0,0,0.23356308856994912
1,0,1.0,0,0,1,0,0,0,0.2681597400333885
2,0,1.0,0,0,1,0,0,0,0.23196872285690331
3,0,1.0,0,0,1,0,0,0,0.19199274577957343
3,1,0.0,0,0,3,0,1,1,0.6040684150902714
1,0,1.0,1,1,2,2,0,0,0.49086482636868134
3,0,1.0,0,0,1,0,0,0,0.16257579916451612
1,1,1.0,1,0,2,1,1,1,0.837054426858685
1,0,1.0,0,0,1,0,1,0,0.2681597400333885
3,1,1.0,0,1,2,1,0,1,0.6587674803569245
3,0,1.0,0,0,3,0,0,0,0.19883679859000167
3,0,1.0,1,0,1,1,0,0,0.26509380199545945
2,0,1.0,0,0,1,0,0,0,0.2010747446883353
2,1,1.0,0,0,1,0,1,1,0.7274991967333787
1,0,1.0,0,0,1,0,1,0,0.2867153608832682
1,1,1.0,0,0,1,0,1,1,0.7604916125317545
3,0,0.0,1,1,2,2,1,0,0.3219596657489572
1,1,1.0,0,0,2,0,1,1,0.7741712001679255
1,0,0.0,0,0,1,0,0,0,0.27310276788543486
1,0,1.0,1,0,1,1,1,0,0.33868279261965
3,0,1.0,0,0,1,0,0,0,0.16663914283757827
2,0,1.0,0,0,1,0,0,0,0.20144383373866398
3,0,1.0,0,0,1,0,0,0,0.17703929817368141
1,1,1.0,0,0,2,0,1,1,0.7689634846652977
2,1,1.0,0,0,1,0,1,1,0.7274991967333787
3,0,0.0,0,0,3,0,0,0,0.1919341635611168
3,0,1.0,0,0,1,0,0,0,0.17703929817368141
2,1,1.0,0,1,1,1,1,1,0.7878017072053564
3,0,1.0,1,0,1,1,0,0,0.2539871734318715
2,0,1.0,0,0,1,0,0,0,0.20278123184943272
2,0,1.0,0,0,1,0,0,0,0.23099297611057396
1,0,1.0,1,0,1,1,1,0,0.3707041084175895
3,0,1.0,0,0,1,0,0,0,0.18070448641286965
2,1,1.0,3,0,1,3,1,1,0.6707462076122981
3,1,0.0,0,0,3,0,1,1,0.5927963063317471
2,0,1.0,1,0,1,1,0,0,0.28097144447971756
3,1,1.0,1,0,1,1,0,1,0.5327619672949386
1,1,1.0,0,0,1,0,1,1,0.760095807858969
3,0,1.0,0,0,2,0,0,0,0.23356308856994912
2,0,0.0,0,0,1,0,0,0,0.20990281339639563
2,0,1.0,0,0,1,0,0,0,0.23196872285690331
2,0,1.0,0,0,1,0,0,0,0.23099297611057396
3,0,1.0,0,0,1,0,0,0,0.18726341016764686
3,1,1.0,1,3,1,4,0,0,0.4405122157470808
1,0,1.0,0,0,2,0,1,0,0.32979127459827134
3,0,0.0,0,0,1,0,0,0,0.17807088522613346
3,0,0.0,0,0,1,0,0,0,0.16901763623038712
1,0,0.0,0,0,1,0,1,0,0.26909944044815154
1,0,1.0,1,0,1,1,0,0,0.3394818173713427
1,1,1.0,2,2,2,4,1,1,0.7243994464932847
3,0,1.0,1,0,1,1,0,0,0.26509380199545945
3,0,1.0,0,0,1,0,1,0,0.16257579916451612
1,0,1.0,1,1,1,2,0,0,0.44234367902422755
3,0,1.0,1,1,1,2,0,0,0.3747183517159583
2,1,1.0,0,0,1,0,1,1,0.6910357152074228
1,0,1.0,1,0,1,1,0,0,0.37771453935695753
3,0,1.0,0,0,3,0,0,0,0.20035895497476455
2,1,1.0,1,1,1,2,1,1,0.768463644106517
3,0,1.0,0,1,1,1,1,0,0.32855576498446104
3,0,1.0,0,0,1,0,0,0,0.1780075472305214
3,0,1.0,0,0,1,0,0,0,0.1780075472305214
2,1,1.0,1,2,1,3,1,1,0.7955311203745035
2,0,1.0,1,1,1,2,1,0,0.3730957559147673
3,0,1.0,0,0,1,0,0,0,0.18070448641286965
2,0,1.0,0,0,1,0,0,0,0.20278123184943272
3,0,1.0,0,0,1,0,0,0,0.16257579916451612
1,1,1.0,0,0,1,0,1,1,0.7739996648749005
3,0,0.0,0,0,1,0,0,0,0.1557657543157892
3,0,1.0,0,0,1,0,0,0,0.19223078682631653
3,0,1.0,0,0,2,0,1,0,0.22295750191617095
1,1,1.0,1,2,1,3,1,1,0.8125801997502381
3,0,1.0,0,0,1,0,0,0,0.19223078682631653
1,1,1.0,1,0,1,1,1,1,0.7840064214054479
1,0,0.0,0,0,2,0,0,0,0.2996074681440147
3,1,1.0,0,0,3,0,0,1,0.5574945971254865
3,0,0.0,1,0,3,1,0,0,0.24587144321526958
3,0,1.0,0,0,1,0,0,0,0.16257579916451612
3,0,1.0,0,0,1,0,0,0,0.19223078682631653
3,0,1.0,0,0,1,0,0,0,0.1780075472305214
2,1,1.0,0,0,1,0,0,1,0.7358871093304125
3,0,0.0,0,0,2,0,0,0,0.19895824864404724
2,1,1.0,1,3,1,4,1,1,0.7882413939802418
3,0,1.0,0,0,1,0,0,0,0.1780075472305214
3,0,0.0,0,0,3,0,0,0,0.16626666403939747
3,1,1.0,0,0,1,0,1,1,0.5082862681086021
3,0,0.0,0,0,3,0,0,0,0.18971165131536152
1,1,1.0,0,1,1,1,1,1,0.8252322461378263
3,1,1.0,0,0,2,0,1,1,0.5222982304636362
1,1,1.0,1,0,1,1,1,1,0.8083374507758068
1,0,1.0,0,0,1,0,0,0,0.32211091148486565
3,0,0.0,1,2,1,3,0,0,0.3014732607608671
3,0,1.0,0,0,1,0,0,0,0.16257579916451612
3,0,1.0,0,0,1,0,0,0,0.17538855068180098
3,1,1.0,0,0,1,0,1,1,0.5070798002355056
3,0,1.0,4,1,3,5,0,0,0.1837129300668045
3,0,1.0,1,2,1,3,1,0,0.3192906149467379
1,0,1.0,0,0,2,0,0,0,0.31779167876483383
3,0,0.0,0,0,3,0,0,0,0.19439638002309995
2,0,1.0,0,0,1,0,0,0,0.20278123184943272
3,1,0.0,8,2,1,10,0,0,0.2288133025325281
1,0,0.0,0,0,2,0,0,0,0.2970804863414411
3,0,1.0,0,0,1,0,0,0,0.16663914283757827
2,0,1.0,0,0,1,0,0,0,0.20856902166709232
1,1,1.0,0,0,1,0,1,1,0.7604916125317545
3,1,1.0,0,0,1,0,1,1,0.5070798002355056
3,0,1.0,0,0,2,0,0,0,0.21492291250509543
3,1,1.0,1,1,1,2,0,1,0.6000290007899914
2,0,1.0,0,0,1,0,0,0,0.2010747446883353
2,1,1.0,1,1,1,2,1,1,0.7866341610269936
1,0,1.0,1,2,1,3,1,0,0.41003223542682304
3,0,1.0,0,1,2,1,1,0,0.3115324575611016
3,0,1.0,0,0,1,0,1,0,0.18726341016764686
3,0,1.0,0,0,1,0,0,0,0.16257579916451612
1,0,1.0,0,0,1,0,0,0,0.296854087853776
3,1,1.0,0,0,1,0,0,1,0.5219907526401674
2,0,1.0,0,0,1,0,0,0,0.20144383373866398
1,1,1.0,1,0,1,1,1,1,0.7953565361053901
3,0,1.0,0,0,1,0,0,0,0.18726341016764686
3,0,1.0,0,0,1,0,0,0,0.17538855068180098
2,0,1.0,0,0,1,0,0,0,0.20043418175146605
3,1,1.0,4,2,1,6,0,0,0.26766335182565204
3,0,1.0,0,0,1,0,0,0,0.19199274577957343
1,0,0.0,0,0,1,0,0,0,0.26685560145923515
3,1,1.0,0,0,1,0,0,1,0.5149687369881688
2,0,1.0,1,1,2,2,0,0,0.405006527883802
3,0,1.0,0,0,1,0,0,0,0.19199274577957343
3,0,1.0,3,2,1,5,0,0,0.21829759355085668
1,1,1.0,1,1,1,2,1,1,0.8293392266864127
3,0,1.0,0,0,1,0,1,0,0.16663914283757827
1,0,1.0,0,0,1,0,0,0,0.2895722352629319
3,1,1.0,0,1,1,1,1,1,0.5363034367542738
3,0,1.0,4,1,1,5,0,0,0.1649326560080006
3,0,0.0,0,0,3,0,0,0,0.17183104433907176
3,0,0.0,0,0,1,0,0,0,0.16901763623038712
2,0,1.0,0,2,2,2,1,0,0.3807556082175843
3,0,0.0,0,0,3,0,1,0,0.1705890242707562
1,1,1.0,0,0,1,0,1,1,0.738100051343285
3,1,1.0,1,0,2,1,1,1,0.6069830581421393
2,0,1.0,1,1,1,2,1,0,0.3623660846597728
3,0,0.0,0,0,2,0,0,0,0.20065115611412687
3,0,1.0,0,0,1,0,0,0,0.1625874849332362
3,0,1.0,0,0,1,0,0,0,0.19223078682631653
1,1,1.0,1,1,2,2,1,1,0.8183236532038101
3,0,1.0,0,0,1,0,0,0,0.1625874849332362
3,0,0.0,0,0,1,0,0,0,0.1557657543157892
3,0,1.0,0,0,1,0,1,0,0.17703929817368141
1,0,0.0,0,0,2,0,1,0,0.2578980369721803
3,0,1.0,0,0,1,0,0,0,0.16257579916451612
2,0,1.0,0,0,1,0,0,0,0.2060820686486727
1,1,1.0,0,0,2,0,1,1,0.7782552858681012
3,0,1.0,0,0,2,0,0,0,0.2487743278882342
3,0,1.0,0,0,1,0,0,0,0.1625874849332362
3,0,1.0,0,0,1,0,0,0,0.17538855068180098
3,0,0.0,8,2,1,10,0,0,0.1740366671739813
3,0,1.0,0,0,2,0,0,0,0.23334560905556131
2,0,1.0,0,1,1,1,0,0,0.41692915536841996
1,1,0.0,1,0,2,1,1,1,0.8402912533622781
3,0,1.0,4,2,1,6,0,0,0.21446300708469127
3,0,1.0,0,0,1,0,0,0,0.19223078682631653
3,1,1.0,1,1,2,2,0,1,0.6003987827158876
1,1,1.0,0,1,1,1,1,1,0.79392041762857
2,1,1.0,1,0,1,1,0,1,0.773570468168898
3,1,1.0,0,1,1,1,1,1,0.5815619455770101
1,1,1.0,1,1,1,2,1,1,0.8245377520354714
1,0,1.0,0,0,1,0,1,0,0.3015580001468058
3,1,1.0,0,3,2,3,1,1,0.6084897897156472
3,0,0.0,0,0,2,0,0,0,0.1931871791876896
3,0,1.0,2,0,1,2,0,0,0.25264519601343444
2,0,1.0,1,0,1,1,0,0,0.2604521370050517
1,1,1.0,0,0,1,0,1,1,0.7516904291917024
3,1,0.0,8,2,1,10,0,0,0.21220041608301612
2,0,1.0,0,0,1,0,0,0,0.20043418175146605
2,1,1.0,0,0,1,0,1,1,0.6910357152074228
2,1,1.0,1,0,2,1,1,1,0.7939731134722162
1,0,1.0,0,0,1,0,0,0,0.3015580001468058
3,0,0.0,0,0,1,0,0,0,0.15849764990434
3,0,1.0,1,1,1,2,1,0,0.2904690309977101
3,0,1.0,0,0,1,0,0,0,0.17538855068180098
1,1,1.0,1,1,1,2,1,1,0.8125831192705598
1,0,1.0,0,0,1,0,0,0,0.30238081044963444
3,0,1.0,0,0,1,0,0,0,0.17538855068180098
2,1,1.0,1,0,2,1,1,1,0.7982266721597588
3,1,1.0,0,0,2,0,1,1,0.5222982304636362
3,0,1.0,0,0,1,0,0,0,0.19223078682631653
3,0,1.0,0,0,1,0,0,0,0.18726341016764686
3,0,0.0,0,0,1,0,0,0,0.16901763623038712
1,1,1.0,0,1,2,1,1,1,0.8241151845158816
2,1,1.0,0,1,1,1,1,1,0.7878017072053564
3,0,1.0,0,0,1,0,0,0,0.19223078682631653
3,1,1.0,0,0,1,0,0,0,0.48555483935885546
2,0,1.0,0,0,1,0,0,0,0.23099297611057396
3,0,1.0,0,0,1,0,0,0,0.17538855068180098
3,1,1.0,0,5,3,5,0,0,0.4421643756123668
2,0,1.0,0,0,1,0,0,0,0.20534566831960013
1,1,1.0,0,0,1,0,1,1,0.7427168987143179
3,1,0.0,1,2,1,3,0,1,0.6051723425236136
1,0,1.0,0,0,2,0,1,0,0.3358465432049531
3,0,1.0,0,0,3,0,0,0,0.20918458929558226
